2161838,3,527,ORD,ATL
2171838,121,527,ORD,ATL
2181838,27,527,ORD,ATL
2191838,-3,527,ORD,ATL
2201838,222,527,ORD,ATL
2211838,41,527,ORD,ATL
2221930,6,527,ORD,ATL
2231838,15,527,ORD,ATL
2241838,17,527,ORD,ATL
2251838,94,527,ORD,ATL
2261838,-4,527,ORD,ATL
2271838,41,527,ORD,ATL
2281838,83,527,ORD,ATL
2010915,1,449,ORF,ATL
2010640,0,449,ORF,ATL
2011243,-2,449,ORF,ATL
2011632,6,449,ORF,ATL
2020915,-5,449,ORF,ATL
2020640,1,449,ORF,ATL
2021220,10,449,ORF,ATL
2021610,-8,449,ORF,ATL
2021441,-9,449,ORF,ATL
2031755,-2,449,ORF,ATL
2030941,3,449,ORF,ATL
2030700,10,449,ORF,ATL
2031220,8,449,ORF,ATL
2030540,-3,449,ORF,ATL
2031610,-4,449,ORF,ATL
2031441,164,449,ORF,ATL
2041755,14,449,ORF,ATL
2040941,-2,449,ORF,ATL
2040700,-1,449,ORF,ATL
2041243,-2,449,ORF,ATL
2040540,-1,449,ORF,ATL
2041610,-5,449,ORF,ATL
2041441,-5,449,ORF,ATL
2051755,-3,449,ORF,ATL
2050941,-6,449,ORF,ATL
2050700,14,449,ORF,ATL
2051243,7,449,ORF,ATL
2050540,-9,449,ORF,ATL
2051610,-2,449,ORF,ATL
2051441,-2,449,ORF,ATL
2061755,-6,449,ORF,ATL
2060941,-5,449,ORF,ATL
2060700,-5,449,ORF,ATL
2061220,-7,449,ORF,ATL
2060540,-9,449,ORF,ATL
2061610,-4,449,ORF,ATL
2061441,-6,449,ORF,ATL
2071755,-5,449,ORF,ATL
2070941,85,449,ORF,ATL
2070700,0,449,ORF,ATL
2071220,78,449,ORF,ATL
2070540,0,449,ORF,ATL
2071610,-3,449,ORF,ATL
2071441,0,449,ORF,ATL
2080915,-4,449,ORF,ATL
2080640,2,449,ORF,ATL
2081243,1,449,ORF,ATL
2081632,-3,449,ORF,ATL
2091755,-2,449,ORF,ATL
2090915,-8,449,ORF,ATL
2090640,-4,449,ORF,ATL
2091220,39,449,ORF,ATL
2091610,-3,449,ORF,ATL
2091441,-6,449,ORF,ATL
2101755,22,449,ORF,ATL
2100941,-5,449,ORF,ATL
2100700,-1,449,ORF,ATL
2101220,-4,449,ORF,ATL
2100540,-5,449,ORF,ATL
2101610,3,449,ORF,ATL
2101441,16,449,ORF,ATL
2111755,0,449,ORF,ATL
2110941,-5,449,ORF,ATL
2110700,1,449,ORF,ATL
2111243,20,449,ORF,ATL
2110540,-3,449,ORF,ATL
2111610,0,449,ORF,ATL
2111441,-1,449,ORF,ATL
2121755,0,449,ORF,ATL
2120941,0,449,ORF,ATL
2120700,0,449,ORF,ATL
2121243,0,449,ORF,ATL
2120540,0,449,ORF,ATL
2121610,0,449,ORF,ATL
2121441,-4,449,ORF,ATL
2131755,23,449,ORF,ATL
2130941,-5,449,ORF,ATL
2130700,0,449,ORF,ATL
2131220,223,449,ORF,ATL
2130540,0,449,ORF,ATL
2131610,0,449,ORF,ATL
2131441,0,449,ORF,ATL
2140938,13,449,ORF,ATL
2140700,17,449,ORF,ATL
2141221,24,449,ORF,ATL
2140605,0,449,ORF,ATL
2141613,16,449,ORF,ATL
2141432,89,449,ORF,ATL
2141752,-1,449,ORF,ATL
2150938,-3,449,ORF,ATL
2151239,11,449,ORF,ATL
2150630,-5,449,ORF,ATL
2151613,4,449,ORF,ATL
2160938,3,449,ORF,ATL
2160630,-5,449,ORF,ATL
2161221,-7,449,ORF,ATL
2161613,-5,449,ORF,ATL
2161752,-2,449,ORF,ATL
2170938,-5,449,ORF,ATL
2170700,10,449,ORF,ATL
2171221,543,449,ORF,ATL
2170605,-2,449,ORF,ATL
2171613,17,449,ORF,ATL
2171432,58,449,ORF,ATL
2171752,-5,449,ORF,ATL
2180938,-2,449,ORF,ATL
2180700,-1,449,ORF,ATL
2181221,16,449,ORF,ATL
2180605,-6,449,ORF,ATL
2181613,5,449,ORF,ATL
2181432,0,449,ORF,ATL
2181752,-4,449,ORF,ATL
2190938,-2,449,ORF,ATL
2190700,-6,449,ORF,ATL
2191221,-4,449,ORF,ATL
2190605,-1,449,ORF,ATL
2191613,-3,449,ORF,ATL
2191432,-5,449,ORF,ATL
2191752,-2,449,ORF,ATL
2200938,-8,449,ORF,ATL
2200700,-1,449,ORF,ATL
2201221,-9,449,ORF,ATL
2200605,-2,449,ORF,ATL
2201613,-1,449,ORF,ATL
2201432,2,449,ORF,ATL
2201752,-9,449,ORF,ATL
2210938,115,449,ORF,ATL
2210700,-2,449,ORF,ATL
2211221,17,449,ORF,ATL
2210605,-4,449,ORF,ATL
2211613,21,449,ORF,ATL
2211432,420,449,ORF,ATL
2211752,44,449,ORF,ATL
2220938,15,449,ORF,ATL
2221239,4,449,ORF,ATL
2220630,381,449,ORF,ATL
2221613,-2,449,ORF,ATL
2230934,6,449,ORF,ATL
2230630,-5,449,ORF,ATL
2231221,1,449,ORF,ATL
2231613,2,449,ORF,ATL
2231432,-7,449,ORF,ATL
2231752,-1,449,ORF,ATL
2240938,-6,449,ORF,ATL
2240700,5,449,ORF,ATL
2241221,-7,449,ORF,ATL
2240605,-3,449,ORF,ATL
2241613,-6,449,ORF,ATL
2241432,-5,449,ORF,ATL
2241752,-7,449,ORF,ATL
2250938,-1,449,ORF,ATL
2250700,0,449,ORF,ATL
2251221,-4,449,ORF,ATL
2250605,-11,449,ORF,ATL
2251613,-4,449,ORF,ATL
2251432,-9,449,ORF,ATL
2251752,-6,449,ORF,ATL
2260938,-7,449,ORF,ATL
2260700,-9,449,ORF,ATL
2261221,-9,449,ORF,ATL
2260605,-9,449,ORF,ATL
2261613,-1,449,ORF,ATL
2261432,211,449,ORF,ATL
2261752,-4,449,ORF,ATL
2270938,-4,449,ORF,ATL
2270700,172,449,ORF,ATL
2271221,-4,449,ORF,ATL
