2241925,-5,636,DFW,ATL
2241630,27,636,DFW,ATL
2251535,66,636,DFW,ATL
2250900,-5,636,DFW,ATL
2251155,-1,636,DFW,ATL
2251305,-7,636,DFW,ATL
2251420,3,636,DFW,ATL
2251820,42,636,DFW,ATL
2251020,0,636,DFW,ATL
2251925,-2,636,DFW,ATL
2251630,7,636,DFW,ATL
2261535,-3,636,DFW,ATL
2260900,17,636,DFW,ATL
2261155,12,636,DFW,ATL
2261305,-1,636,DFW,ATL
2261420,12,636,DFW,ATL
2261820,8,636,DFW,ATL
2261020,0,636,DFW,ATL
2261925,-2,636,DFW,ATL
2261630,0,636,DFW,ATL
2271535,-2,636,DFW,ATL
2270655,-6,636,DFW,ATL
2270900,-1,636,DFW,ATL
2271155,8,636,DFW,ATL
2271305,0,636,DFW,ATL
2271420,-3,636,DFW,ATL
2271820,-1,636,DFW,ATL
2271020,43,636,DFW,ATL
2271925,4,636,DFW,ATL
2271630,19,636,DFW,ATL
2281535,1,636,DFW,ATL
2280655,10,636,DFW,ATL
2280900,34,636,DFW,ATL
2281155,14,636,DFW,ATL
2281305,-4,636,DFW,ATL
2281420,-5,636,DFW,ATL
2281820,24,636,DFW,ATL
2281020,-4,636,DFW,ATL
2281925,-2,636,DFW,ATL
2281630,3,636,DFW,ATL
2011655,-7,636,DFW,ATL
2010600,-5,636,DFW,ATL
2010815,-3,636,DFW,ATL
2011330,-6,636,DFW,ATL
2011100,-2,636,DFW,ATL
2010945,-6,636,DFW,ATL
2021720,-6,636,DFW,ATL
2021215,4,636,DFW,ATL
2021600,7,636,DFW,ATL
2020715,0,636,DFW,ATL
2020815,0,636,DFW,ATL
2021330,12,636,DFW,ATL
2021110,16,636,DFW,ATL
2020945,-5,636,DFW,ATL
2031720,-2,636,DFW,ATL
2030625,-5,636,DFW,ATL
2031959,-12,636,DFW,ATL
2031215,-6,636,DFW,ATL
2031830,-5,636,DFW,ATL
2031600,106,636,DFW,ATL
2030715,-9,636,DFW,ATL
2030815,-8,636,DFW,ATL
2031330,0,636,DFW,ATL
2031110,31,636,DFW,ATL
2030945,-4,636,DFW,ATL
2041720,43,636,DFW,ATL
2041215,-5,636,DFW,ATL
2041830,-5,636,DFW,ATL
2040600,15,636,DFW,ATL
2041600,-2,636,DFW,ATL
2040715,-8,636,DFW,ATL
2040815,-2,636,DFW,ATL
2041330,-2,636,DFW,ATL
2041110,-5,636,DFW,ATL
2040945,-4,636,DFW,ATL
2051720,6,636,DFW,ATL
2051959,128,636,DFW,ATL
2051215,-5,636,DFW,ATL
2050600,-2,636,DFW,ATL
2051600,64,636,DFW,ATL
2050715,-6,636,DFW,ATL
2050815,4,636,DFW,ATL
2051330,1,636,DFW,ATL
2051110,-2,636,DFW,ATL
2050945,0,636,DFW,ATL
2061720,53,636,DFW,ATL
2061959,10,636,DFW,ATL
2061215,68,636,DFW,ATL
2061830,40,636,DFW,ATL
2060600,-7,636,DFW,ATL
2061600,21,636,DFW,ATL
2060715,145,636,DFW,ATL
2060815,689,636,DFW,ATL
2061330,51,636,DFW,ATL
2061110,12,636,DFW,ATL
2060945,10,636,DFW,ATL
2071720,12,636,DFW,ATL
2071959,-6,636,DFW,ATL
2071215,-4,636,DFW,ATL
2071830,12,636,DFW,ATL
2070600,1,636,DFW,ATL
2071600,22,636,DFW,ATL
2070715,1,636,DFW,ATL
2070815,-7,636,DFW,ATL
2071330,0,636,DFW,ATL
2071110,-3,636,DFW,ATL
2070945,13,636,DFW,ATL
2081720,18,636,DFW,ATL
2080600,0,636,DFW,ATL
2081600,1,636,DFW,ATL
2080815,-9,636,DFW,ATL
2081330,-4,636,DFW,ATL
2081100,-3,636,DFW,ATL
2080945,-7,636,DFW,ATL
2091720,34,636,DFW,ATL
2091959,15,636,DFW,ATL
2091215,-5,636,DFW,ATL
2091830,8,636,DFW,ATL
2091600,0,636,DFW,ATL
2090715,-5,636,DFW,ATL
2090815,-5,636,DFW,ATL
2091330,-6,636,DFW,ATL
2091110,-6,636,DFW,ATL
2090945,-10,636,DFW,ATL
2101720,45,636,DFW,ATL
2100625,37,636,DFW,ATL
2101959,16,636,DFW,ATL
2101215,4,636,DFW,ATL
2101830,149,636,DFW,ATL
2101600,6,636,DFW,ATL
2100715,-7,636,DFW,ATL
2100815,-1,636,DFW,ATL
2101330,177,636,DFW,ATL
2101110,-4,636,DFW,ATL
2100945,-3,636,DFW,ATL
2111720,0,636,DFW,ATL
2111215,31,636,DFW,ATL
2111830,0,636,DFW,ATL
2110600,0,636,DFW,ATL
2111600,0,636,DFW,ATL
2110715,8,636,DFW,ATL
2110815,20,636,DFW,ATL
2111330,0,636,DFW,ATL
2111110,288,636,DFW,ATL
2110945,252,636,DFW,ATL
2121720,0,636,DFW,ATL
2121959,0,636,DFW,ATL
2121215,0,636,DFW,ATL
