1011245,6,602,ABE,ATL
1021245,-2,602,ABE,ATL
1020605,-4,602,ABE,ATL
1031245,-4,602,ABE,ATL
1030605,0,602,ABE,ATL
1041243,10,602,ABE,ATL
1040605,28,602,ABE,ATL
1051245,88,602,ABE,ATL
1050605,9,602,ABE,ATL
1061215,-6,602,ABE,ATL
1061725,69,602,ABE,ATL
1060625,-3,602,ABE,ATL
1071725,0,602,ABE,ATL
1070625,0,602,ABE,ATL
1080625,1,602,ABE,ATL
1091215,43,602,ABE,ATL
1091725,0,602,ABE,ATL
1090625,8,602,ABE,ATL
1101215,-5,602,ABE,ATL
1101725,7,602,ABE,ATL
1100625,52,602,ABE,ATL
1111215,127,602,ABE,ATL
1110625,-4,602,ABE,ATL
1121215,-5,602,ABE,ATL
1121725,-1,602,ABE,ATL
1131215,14,602,ABE,ATL
1131725,-6,602,ABE,ATL
1130625,29,602,ABE,ATL
1141725,-9,602,ABE,ATL
1140625,-5,602,ABE,ATL
1151725,-6,602,ABE,ATL
1150625,0,602,ABE,ATL
1161215,-10,602,ABE,ATL
1161725,-6,602,ABE,ATL
1160625,-4,602,ABE,ATL
1171215,-8,602,ABE,ATL
1171725,5,602,ABE,ATL
1170625,-6,602,ABE,ATL
1181215,-12,602,ABE,ATL
1180625,0,602,ABE,ATL
1191215,-16,602,ABE,ATL
1191725,-5,602,ABE,ATL
1201215,-8,602,ABE,ATL
1201725,-5,602,ABE,ATL
1200625,-7,602,ABE,ATL
1211725,0,602,ABE,ATL
1210625,-6,602,ABE,ATL
1220625,333,602,ABE,ATL
1231215,-12,602,ABE,ATL
1231725,180,602,ABE,ATL
1230625,-8,602,ABE,ATL
1241215,-11,602,ABE,ATL
1241725,2,602,ABE,ATL
1240625,-3,602,ABE,ATL
1251215,2,602,ABE,ATL
1250625,-4,602,ABE,ATL
1261215,1,602,ABE,ATL
1261725,7,602,ABE,ATL
1271215,-4,602,ABE,ATL
1271725,-8,602,ABE,ATL
1270625,-1,602,ABE,ATL
1281725,-3,602,ABE,ATL
1280625,-4,602,ABE,ATL
1290625,4,602,ABE,ATL
1301215,0,602,ABE,ATL
1301725,10,602,ABE,ATL
1300625,0,602,ABE,ATL
1311215,1,602,ABE,ATL
1311725,25,602,ABE,ATL
1310625,-5,602,ABE,ATL
1011316,-8,1103,ABQ,ATL
1010730,-4,1103,ABQ,ATL
1020730,-2,1103,ABQ,ATL
1020615,-4,1103,ABQ,ATL
1021326,6,1103,ABQ,ATL
1030730,-2,1103,ABQ,ATL
1030615,0,1103,ABQ,ATL
1031326,6,1103,ABQ,ATL
1040730,-1,1103,ABQ,ATL
1040615,0,1103,ABQ,ATL
1041326,31,1103,ABQ,ATL
1051326,26,1103,ABQ,ATL
1050730,-2,1103,ABQ,ATL
1050615,-2,1103,ABQ,ATL
1061328,36,1103,ABQ,ATL
1060730,44,1103,ABQ,ATL
1060615,22,1103,ABQ,ATL
1071328,-2,1103,ABQ,ATL
1070615,-2,1103,ABQ,ATL
1081328,16,1103,ABQ,ATL
1080615,-2,1103,ABQ,ATL
1091328,73,1103,ABQ,ATL
1090615,-6,1103,ABQ,ATL
1101328,17,1103,ABQ,ATL
1100615,0,1103,ABQ,ATL
1111328,15,1103,ABQ,ATL
1110615,-1,1103,ABQ,ATL
1121328,-7,1103,ABQ,ATL
1120615,-6,1103,ABQ,ATL
1131328,-3,1103,ABQ,ATL
1130615,-5,1103,ABQ,ATL
1141328,0,1103,ABQ,ATL
1140615,-3,1103,ABQ,ATL
1151328,385,1103,ABQ,ATL
1150615,-4,1103,ABQ,ATL
1161328,11,1103,ABQ,ATL
1160615,-4,1103,ABQ,ATL
